year,metric,team,value
2025,scotland,Wales,703.0
2025,scotland,France,693.0
2025,scotland,Ireland,661.0
2025,scotland,England,599.0
2025,scotland,Italy,510.0
2025,offload,France,62.0
2025,offload,Scotland,62.0
2025,offload,Wales,29.0
2025,offload,England,29.0
2025,offload,Ireland,25.0
2025,offload,Italy,15.0
2025,france,France,62.0
2025,france,Scotland,62.0
2025,france,Wales,29.0
2025,france,England,29.0
2025,france,Ireland,25.0
2025,france,Italy,15.0
2025,try_assist,France,24.0
2025,try_assist,England,21.0
2025,try_assist,Scotland,14.0
2025,try_assist,Ireland,12.0
2025,try_assist,Italy,8.0
2025,try_assist,Wales,6.0
2025,france,France,24.0
2025,france,England,21.0
2025,france,Scotland,14.0
2025,france,Ireland,12.0
2025,france,Italy,8.0
2025,france,Wales,6.0
2025,defender_beaten,Scotland,152.0
2025,defender_beaten,England,124.0
2025,defender_beaten,France,112.0
2025,defender_beaten,Wales,105.0
2025,defender_beaten,Ireland,94.0
2025,defender_beaten,Italy,92.0
2025,scotland,Scotland,152.0
2025,scotland,England,124.0
2025,scotland,France,112.0
2025,scotland,Wales,105.0
2025,scotland,Ireland,94.0
2025,scotland,Italy,92.0
2025,missed_tackle,Italy,144.0
2025,missed_tackle,Ireland,137.0
2025,missed_tackle,England,125.0
2025,missed_tackle,Wales,107.0
2025,missed_tackle,France,99.0
2025,missed_tackle,Scotland,67.0
2025,italy,Italy,144.0
2025,italy,Ireland,137.0
2025,italy,England,125.0
2025,italy,Wales,107.0
2025,italy,France,99.0
2025,italy,Scotland,67.0
2025,lineout_steals,England,5.0
2025,lineout_steals,Wales,4.0
2025,lineout_steals,France,3.0
2025,lineout_steals,Scotland,2.0
2025,lineout_steals,Ireland,2.0
2025,lineout_steals,Italy,1.0
2025,england,England,5.0
2025,england,Wales,4.0
2025,england,France,3.0
2025,england,Scotland,2.0
2025,england,Ireland,2.0
2025,england,Italy,1.0
2025,lineout_throws_won,Ireland,76.0
2025,lineout_throws_won,Scotland,76.0
2025,lineout_throws_won,Wales,75.0
2025,lineout_throws_won,England,69.0
2025,lineout_throws_won,France,65.0
2025,lineout_throws_won,Italy,64.0
2025,ireland,Ireland,76.0
2025,ireland,Scotland,76.0
2025,ireland,Wales,75.0
2025,ireland,England,69.0
2025,ireland,France,65.0
2025,ireland,Italy,64.0
2025,kicks_in_play,England,183.0
2025,kicks_in_play,Italy,159.0
2025,kicks_in_play,France,153.0
2025,kicks_in_play,Wales,145.0
2025,kicks_in_play,Ireland,142.0
2025,kicks_in_play,Scotland,116.0
2025,england,England,183.0
2025,england,Italy,159.0
2025,england,France,153.0
2025,england,Wales,145.0
2025,england,Ireland,142.0
2025,england,Scotland,116.0
2025,kick_metres,England,4969.0
2025,kick_metres,France,4778.0
2025,kick_metres,Italy,4379.0
2025,kick_metres,Ireland,4305.0
2025,kick_metres,Wales,4162.0
2025,kick_metres,Scotland,3254.0
2025,england,England,4969.0
2025,england,France,4778.0
2025,england,Italy,4379.0
2025,england,Ireland,4305.0
2025,england,Wales,4162.0
2025,england,Scotland,3254.0
2025,retained_kick,Ireland,28.0
2025,retained_kick,France,26.0
2025,retained_kick,Italy,21.0
2025,retained_kick,England,21.0
2025,retained_kick,Wales,20.0
2025,retained_kick,Scotland,13.0
2025,ireland,Ireland,28.0
2025,ireland,France,26.0
2025,ireland,Italy,21.0
2025,ireland,England,21.0
2025,ireland,Wales,20.0
2025,ireland,Scotland,13.0
2025,dominant_contact,Scotland,118.0
2025,dominant_contact,France,110.0
2025,dominant_contact,England,105.0
2025,dominant_contact,Ireland,102.0
2025,dominant_contact,Wales,86.0
2025,dominant_contact,Italy,69.0
2025,scotland,Scotland,118.0
2025,scotland,France,110.0
2025,scotland,England,105.0
2025,scotland,Ireland,102.0
2025,scotland,Wales,86.0
2025,scotland,Italy,69.0
2025,dominant_tackle_contact,Italy,62.0
2025,dominant_tackle_contact,France,55.0
2025,dominant_tackle_contact,England,43.0
2025,dominant_tackle_contact,Wales,38.0
2025,dominant_tackle_contact,Ireland,38.0
2025,dominant_tackle_contact,Scotland,37.0
2025,italy,Italy,62.0
2025,italy,France,55.0
2025,italy,England,43.0
2025,italy,Wales,38.0
2025,italy,Ireland,38.0
2025,italy,Scotland,37.0
2025,total_successful_tackles,Italy,866.0
2025,total_successful_tackles,Wales,792.0
2025,total_successful_tackles,France,764.0
2025,total_successful_tackles,England,757.0
2025,total_successful_tackles,Ireland,725.0
2025,total_successful_tackles,Scotland,600.0
2025,italy,Italy,866.0
2025,italy,Wales,792.0
2025,italy,France,764.0
2025,italy,England,757.0
2025,italy,Ireland,725.0
2025,italy,Scotland,600.0
2025,box_kicks,England,64.0
2025,box_kicks,Italy,55.0
2025,box_kicks,Scotland,53.0
2025,box_kicks,France,50.0
2025,box_kicks,Wales,45.0
2025,box_kicks,Ireland,37.0
2025,england,England,64.0
2025,england,Italy,55.0
2025,england,Scotland,53.0
2025,england,France,50.0
2025,england,Wales,45.0
2025,england,Ireland,37.0
2025,total_turnovers_won,England,43.0
2025,total_turnovers_won,France,34.0
2025,total_turnovers_won,Ireland,34.0
2025,total_turnovers_won,Italy,34.0
2025,total_turnovers_won,Scotland,32.0
2025,total_turnovers_won,Wales,23.0
2025,england,England,43.0
2025,england,France,34.0
2025,england,Ireland,34.0
2025,england,Italy,34.0
2025,england,Scotland,32.0
2025,england,Wales,23.0
2025,attacking_catch_success,Ireland,7.0
2025,attacking_catch_success,England,6.0
2025,attacking_catch_success,Italy,5.0
2025,attacking_catch_success,Wales,5.0
2025,attacking_catch_success,France,5.0
2025,attacking_catch_success,Scotland,4.0
2025,ireland,Ireland,7.0
2025,ireland,England,6.0
2025,ireland,Italy,5.0
2025,ireland,Wales,5.0
2025,ireland,France,5.0
2025,ireland,Scotland,4.0
2025,successful_goals,France,30.0
2025,successful_goals,England,25.0
2025,successful_goals,Italy,22.0
2025,successful_goals,Ireland,20.0
2025,successful_goals,Scotland,15.0
2025,successful_goals,Wales,10.0
2025,france,France,30.0
2025,france,England,25.0
2025,france,Italy,22.0
2025,france,Ireland,20.0
2025,france,Scotland,15.0
2025,france,Wales,10.0
2025,carry_metres_made,France,2601.0
2025,carry_metres_made,Scotland,2497.0
2025,carry_metres_made,England,2112.0
2025,carry_metres_made,Wales,1766.0
2025,carry_metres_made,Ireland,1759.0
2025,carry_metres_made,Italy,1565.0
2025,france,France,2601.0
2025,france,Scotland,2497.0
2025,france,England,2112.0
2025,france,Wales,1766.0
2025,france,Ireland,1759.0
2025,france,Italy,1565.0
2025,post_contact_metres,Scotland,698.0
2025,post_contact_metres,France,618.0
2025,post_contact_metres,Wales,583.0
2025,post_contact_metres,Ireland,555.0
2025,post_contact_metres,England,549.0
2025,post_contact_metres,Italy,396.0
2025,scotland,Scotland,698.0
2025,scotland,France,618.0
2025,scotland,Wales,583.0
2025,scotland,Ireland,555.0
2025,scotland,England,549.0
2025,scotland,Italy,396.0
2025,kick_bounced,England,63.0
2025,kick_bounced,Ireland,63.0
2025,kick_bounced,France,63.0
2025,kick_bounced,Italy,48.0
2025,kick_bounced,Wales,41.0
2025,kick_bounced,Scotland,23.0
2025,england,England,63.0
2025,england,Ireland,63.0
2025,england,France,63.0
2025,england,Italy,48.0
2025,england,Wales,41.0
2025,england,Scotland,23.0
2025,initial_break,France,45.0
2025,initial_break,England,33.0
2025,initial_break,Scotland,29.0
2025,initial_break,Ireland,28.0
2025,initial_break,Italy,23.0
2025,initial_break,Wales,21.0
2025,france,France,45.0
2025,france,England,33.0
2025,france,Scotland,29.0
2025,france,Ireland,28.0
2025,france,Italy,23.0
2025,france,Wales,21.0
2025,goal_kick_success_percent,England,83.3
2025,goal_kick_success_percent,Italy,81.5
2025,goal_kick_success_percent,France,76.9
2025,goal_kick_success_percent,Wales,76.9
2025,goal_kick_success_percent,Scotland,71.4
2025,goal_kick_success_percent,Ireland,66.7
2025,england,England,83.3
2025,england,Italy,81.5
2025,england,France,76.9
2025,england,Wales,76.9
2025,england,Scotland,71.4
2025,england,Ireland,66.7
2025,tackle_success_percent,Scotland,82.6
2025,tackle_success_percent,France,82.2
2025,tackle_success_percent,Wales,79.8
2025,tackle_success_percent,England,79.5
2025,tackle_success_percent,Ireland,78.0
2025,tackle_success_percent,Italy,77.2
2025,scotland,Scotland,82.6
2025,scotland,France,82.2
2025,scotland,Wales,79.8
2025,scotland,England,79.5
2025,scotland,Ireland,78.0
2025,scotland,Italy,77.2
2025,retained_kicks_percent,Ireland,19.7
2025,retained_kicks_percent,France,17.0
2025,retained_kicks_percent,Wales,13.8
2025,retained_kicks_percent,Italy,13.2
2025,retained_kicks_percent,England,11.5
2025,retained_kicks_percent,Scotland,11.2
2025,ireland,Ireland,19.7
2025,ireland,France,17.0
2025,ireland,Wales,13.8
2025,ireland,Italy,13.2
2025,ireland,England,11.5
2025,ireland,Scotland,11.2
2025,lineout_success_percent,France,97.0
2025,lineout_success_percent,Wales,93.8
2025,lineout_success_percent,Ireland,92.7
2025,lineout_success_percent,England,92.0
2025,lineout_success_percent,Italy,91.4
2025,lineout_success_percent,Scotland,90.5
2025,france,France,97.0
2025,france,Wales,93.8
2025,france,Ireland,92.7
2025,france,England,92.0
2025,france,Italy,91.4
2025,france,Scotland,90.5
2025,points,France,218.0
2025,points,England,179.0
2025,points,Ireland,135.0
2025,points,Scotland,115.0
2025,points,Italy,106.0
2025,points,Wales,76.0
2025,france,France,218.0
2025,france,England,179.0
2025,france,Ireland,135.0
2025,france,Scotland,115.0
2025,france,Italy,106.0
2025,france,Wales,76.0
2025,metres_per_carry,France,3.8
2025,metres_per_carry,England,3.5
2025,metres_per_carry,Italy,3.1
2025,metres_per_carry,Scotland,2.8
2025,metres_per_carry,Ireland,2.7
2025,metres_per_carry,Wales,2.5
2025,france,France,3.8
2025,france,England,3.5
2025,france,Italy,3.1
2025,france,Scotland,2.8
2025,france,Ireland,2.7
2025,france,Wales,2.5
2025,post_contact_metres_per_carry,France,0.9
2025,post_contact_metres_per_carry,England,0.9
2025,post_contact_metres_per_carry,Scotland,0.8
2025,post_contact_metres_per_carry,Wales,0.8
2025,post_contact_metres_per_carry,Italy,0.8
2025,post_contact_metres_per_carry,Ireland,0.8
2025,france,France,0.9
2025,france,England,0.9
2025,france,Scotland,0.8
2025,france,Wales,0.8
2025,france,Italy,0.8
2025,france,Ireland,0.8
2025,total_jackals,England,22.0
2025,total_jackals,Scotland,16.0
2025,total_jackals,France,13.0
2025,total_jackals,Italy,13.0
2025,total_jackals,Ireland,12.0
2025,total_jackals,Wales,4.0
2025,england,England,22.0
2025,england,Scotland,16.0
2025,england,France,13.0
2025,england,Italy,13.0
2025,england,Ireland,12.0
2025,england,Wales,4.0
2025,kick_metres_per_kick,France,31.2
2025,kick_metres_per_kick,Ireland,30.3
2025,kick_metres_per_kick,Wales,28.7
2025,kick_metres_per_kick,Scotland,28.1
2025,kick_metres_per_kick,Italy,27.5
2025,kick_metres_per_kick,England,27.2
2025,france,France,31.2
2025,france,Ireland,30.3
2025,france,Wales,28.7
2025,france,Scotland,28.1
2025,france,Italy,27.5
2025,france,England,27.2
2026,all_time_6nations_wins,France,30.0
2026,all_time_6nations_wins,England,21.0
2026,all_time_6nations_wins,Ireland,20.0
2026,all_time_6nations_wins,Scotland,20.0
2026,all_time_6nations_wins,Wales,11.0
2026,all_time_6nations_wins,Italy,9.0
2026,all_time_6nations_wins,France,30.0
2026,all_time_6nations_wins,England,21.0
2026,all_time_6nations_wins,Ireland,20.0
2026,all_time_6nations_wins,Scotland,20.0
2026,all_time_6nations_wins,Wales,11.0
2026,all_time_6nations_wins,Italy,9.0
2026,try_scored,France,30.0
2026,try_scored,England,21.0
2026,try_scored,Ireland,20.0
2026,try_scored,Scotland,20.0
2026,try_scored,Wales,11.0
2026,try_scored,Italy,9.0
2026,try_scored,France,30.0
2026,try_scored,England,21.0
2026,try_scored,Ireland,20.0
2026,try_scored,Scotland,20.0
2026,try_scored,Wales,11.0
2026,try_scored,Italy,9.0
2026,france,France,30.0
2026,france,England,21.0
2026,france,Ireland,20.0
2026,france,Scotland,20.0
2026,france,Wales,11.0
2026,france,Italy,9.0
2026,carries,Scotland,761.0
2026,carries,France,728.0
2026,carries,Ireland,721.0
2026,carries,England,695.0
2026,carries,Wales,644.0
2026,carries,Italy,562.0
2026,scotland,Scotland,761.0
2026,scotland,France,728.0
2026,scotland,Ireland,721.0
2026,scotland,England,695.0
2026,scotland,Wales,644.0
2026,scotland,Italy,562.0
2026,offload,France,77.0
2026,offload,Ireland,45.0
2026,offload,Italy,39.0
2026,offload,Scotland,36.0
2026,offload,England,28.0
2026,offload,Wales,25.0
2026,france,France,77.0
2026,france,Ireland,45.0
2026,france,Italy,39.0
2026,france,Scotland,36.0
2026,france,England,28.0
2026,france,Wales,25.0
2026,try_assist,France,27.0
2026,try_assist,England,17.0
2026,try_assist,Ireland,16.0
2026,try_assist,Scotland,14.0
2026,try_assist,Wales,8.0
2026,try_assist,Italy,6.0
2026,france,France,27.0
2026,france,England,17.0
2026,france,Ireland,16.0
2026,france,Scotland,14.0
2026,france,Wales,8.0
2026,france,Italy,6.0
2026,defender_beaten,France,153.0
2026,defender_beaten,Ireland,139.0
2026,defender_beaten,Scotland,131.0
2026,defender_beaten,England,125.0
2026,defender_beaten,Wales,98.0
2026,defender_beaten,Italy,93.0
2026,france,France,153.0
2026,france,Ireland,139.0
2026,france,Scotland,131.0
2026,france,England,125.0
2026,france,Wales,98.0
2026,france,Italy,93.0
2026,missed_tackle,Italy,161.0
2026,missed_tackle,Ireland,134.0
2026,missed_tackle,Wales,132.0
2026,missed_tackle,England,111.0
2026,missed_tackle,France,109.0
2026,missed_tackle,Scotland,92.0
2026,italy,Italy,161.0
2026,italy,Ireland,134.0
2026,italy,Wales,132.0
2026,italy,England,111.0
2026,italy,France,109.0
2026,italy,Scotland,92.0
2026,lineout_steals,Ireland,6.0
2026,lineout_steals,Italy,6.0
2026,lineout_steals,England,4.0
2026,lineout_steals,France,3.0
2026,lineout_steals,Scotland,2.0
2026,lineout_steals,Wales,2.0
2026,ireland,Ireland,6.0
2026,ireland,Italy,6.0
2026,ireland,England,4.0
2026,ireland,France,3.0
2026,ireland,Scotland,2.0
2026,ireland,Wales,2.0
2026,lineout_throws_won,England,74.0
2026,lineout_throws_won,Wales,69.0
2026,lineout_throws_won,Scotland,67.0
2026,lineout_throws_won,Italy,67.0
2026,lineout_throws_won,Ireland,54.0
2026,lineout_throws_won,France,52.0
2026,england,England,74.0
2026,england,Wales,69.0
2026,england,Scotland,67.0
2026,england,Italy,67.0
2026,england,Ireland,54.0
2026,england,France,52.0
2026,kicks_in_play,England,150.0
2026,kicks_in_play,Italy,146.0
2026,kicks_in_play,France,144.0
2026,kicks_in_play,Ireland,142.0
2026,kicks_in_play,Wales,137.0
2026,kicks_in_play,Scotland,114.0
2026,england,England,150.0
2026,england,Italy,146.0
2026,england,France,144.0
2026,england,Ireland,142.0
2026,england,Wales,137.0
2026,england,Scotland,114.0
2026,kick_metres,France,4034.0
2026,kick_metres,Wales,4023.0
2026,kick_metres,England,3967.0
2026,kick_metres,Italy,3779.0
2026,kick_metres,Ireland,3594.0
2026,kick_metres,Scotland,3023.0
2026,france,France,4034.0
2026,france,Wales,4023.0
2026,france,England,3967.0
2026,france,Italy,3779.0
2026,france,Ireland,3594.0
2026,france,Scotland,3023.0
2026,retained_kick,France,37.0
2026,retained_kick,England,28.0
2026,retained_kick,Italy,23.0
2026,retained_kick,Scotland,23.0
2026,retained_kick,Ireland,22.0
2026,retained_kick,Wales,14.0
2026,france,France,37.0
2026,france,England,28.0
2026,france,Italy,23.0
2026,france,Scotland,23.0
2026,france,Ireland,22.0
2026,france,Wales,14.0
2026,dominant_contact,Ireland,108.0
2026,dominant_contact,England,103.0
2026,dominant_contact,France,96.0
2026,dominant_contact,Wales,91.0
2026,dominant_contact,Scotland,69.0
2026,dominant_contact,Italy,67.0
2026,ireland,Ireland,108.0
2026,ireland,England,103.0
2026,ireland,France,96.0
2026,ireland,Wales,91.0
2026,ireland,Scotland,69.0
2026,ireland,Italy,67.0
2026,dominant_tackle_contact,France,95.0
2026,dominant_tackle_contact,Italy,49.0
2026,dominant_tackle_contact,England,46.0
2026,dominant_tackle_contact,Scotland,42.0
2026,dominant_tackle_contact,Ireland,37.0
2026,dominant_tackle_contact,Wales,35.0
2026,france,France,95.0
2026,france,Italy,49.0
2026,france,England,46.0
2026,france,Scotland,42.0
2026,france,Ireland,37.0
2026,france,Wales,35.0
2026,total_successful_tackles,Ireland,888.0
2026,total_successful_tackles,France,868.0
2026,total_successful_tackles,Wales,849.0
2026,total_successful_tackles,Italy,813.0
2026,total_successful_tackles,Scotland,723.0
2026,total_successful_tackles,England,635.0
2026,ireland,Ireland,888.0
2026,ireland,France,868.0
2026,ireland,Wales,849.0
2026,ireland,Italy,813.0
2026,ireland,Scotland,723.0
2026,ireland,England,635.0
2026,box_kicks,Scotland,65.0
2026,box_kicks,Ireland,64.0
2026,box_kicks,Wales,63.0
2026,box_kicks,France,60.0
2026,box_kicks,England,58.0
2026,box_kicks,Italy,55.0
2026,scotland,Scotland,65.0
2026,scotland,Ireland,64.0
2026,scotland,Wales,63.0
2026,scotland,France,60.0
2026,scotland,England,58.0
2026,scotland,Italy,55.0
2026,total_turnovers_won,Italy,42.0
2026,total_turnovers_won,Ireland,42.0
2026,total_turnovers_won,Wales,35.0
2026,total_turnovers_won,France,33.0
2026,total_turnovers_won,England,29.0
2026,total_turnovers_won,Scotland,25.0
2026,italy,Italy,42.0
2026,italy,Ireland,42.0
2026,italy,Wales,35.0
2026,italy,France,33.0
2026,italy,England,29.0
2026,italy,Scotland,25.0
2026,attacking_catch_success,England,8.0
2026,attacking_catch_success,Ireland,7.0
2026,attacking_catch_success,Italy,6.0
2026,attacking_catch_success,France,5.0
2026,attacking_catch_success,Scotland,4.0
2026,attacking_catch_success,Wales,2.0
2026,england,England,8.0
2026,england,Ireland,7.0
2026,england,Italy,6.0
2026,england,France,5.0
2026,england,Scotland,4.0
2026,england,Wales,2.0
2026,successful_goals,France,28.0
2026,successful_goals,Scotland,20.0
2026,successful_goals,Ireland,20.0
2026,successful_goals,England,20.0
2026,successful_goals,Wales,14.0
2026,successful_goals,Italy,13.0
2026,france,France,28.0
2026,france,Scotland,20.0
2026,france,Ireland,20.0
2026,france,England,20.0
2026,france,Wales,14.0
2026,france,Italy,13.0
2026,carry_metres_made,France,2848.0
2026,carry_metres_made,England,2345.0
2026,carry_metres_made,Ireland,2151.0
2026,carry_metres_made,Scotland,1880.0
2026,carry_metres_made,Italy,1775.0
2026,carry_metres_made,Wales,1746.0
2026,france,France,2848.0
2026,france,England,2345.0
2026,france,Ireland,2151.0
2026,france,Scotland,1880.0
2026,france,Italy,1775.0
2026,france,Wales,1746.0
2026,post_contact_metres,Ireland,713.0
2026,post_contact_metres,England,678.0
2026,post_contact_metres,Wales,605.0
2026,post_contact_metres,France,595.0
2026,post_contact_metres,Scotland,553.0
2026,post_contact_metres,Italy,477.0
2026,ireland,Ireland,713.0
2026,ireland,England,678.0
2026,ireland,Wales,605.0
2026,ireland,France,595.0
2026,ireland,Scotland,553.0
2026,ireland,Italy,477.0
2026,kick_bounced,France,57.0
2026,kick_bounced,Ireland,40.0
2026,kick_bounced,England,39.0
2026,kick_bounced,Italy,35.0
2026,kick_bounced,Wales,31.0
2026,kick_bounced,Scotland,21.0
2026,france,France,57.0
2026,france,Ireland,40.0
2026,france,England,39.0
2026,france,Italy,35.0
2026,france,Wales,31.0
2026,france,Scotland,21.0
2026,initial_break,France,56.0
2026,initial_break,England,38.0
2026,initial_break,Scotland,36.0
2026,initial_break,Italy,34.0
2026,initial_break,Ireland,32.0
2026,initial_break,Wales,22.0
2026,france,France,56.0
2026,france,England,38.0
2026,france,Scotland,36.0
2026,france,Italy,34.0
2026,france,Ireland,32.0
2026,france,Wales,22.0
2026,goal_kick_success_percent,Wales,93.3
2026,goal_kick_success_percent,France,87.5
2026,goal_kick_success_percent,Scotland,83.3
2026,goal_kick_success_percent,England,76.9
2026,goal_kick_success_percent,Ireland,74.1
2026,goal_kick_success_percent,Italy,72.2
2026,wales,Wales,93.3
2026,wales,France,87.5
2026,wales,Scotland,83.3
2026,wales,England,76.9
2026,wales,Ireland,74.1
2026,wales,Italy,72.2
2026,tackle_success_percent,Scotland,83.6
2026,tackle_success_percent,France,82.4
2026,tackle_success_percent,Ireland,79.2
2026,tackle_success_percent,Italy,78.7
2026,tackle_success_percent,Wales,78.1
2026,tackle_success_percent,England,77.7
2026,scotland,Scotland,83.6
2026,scotland,France,82.4
2026,scotland,Ireland,79.2
2026,scotland,Italy,78.7
2026,scotland,Wales,78.1
2026,scotland,England,77.7
2026,retained_kicks_percent,France,25.7
2026,retained_kicks_percent,Scotland,20.2
2026,retained_kicks_percent,England,18.7
2026,retained_kicks_percent,Italy,15.8
2026,retained_kicks_percent,Ireland,15.5
2026,retained_kicks_percent,Wales,10.2
2026,france,France,25.7
2026,france,Scotland,20.2
2026,france,England,18.7
2026,france,Italy,15.8
2026,france,Ireland,15.5
2026,france,Wales,10.2
2026,lineout_success_percent,England,94.9
2026,lineout_success_percent,Ireland,94.7
2026,lineout_success_percent,France,94.5
2026,lineout_success_percent,Wales,88.5
2026,lineout_success_percent,Scotland,85.9
2026,lineout_success_percent,Italy,84.8
2026,england,England,94.9
2026,england,Ireland,94.7
2026,england,France,94.5
2026,england,Wales,88.5
2026,england,Scotland,85.9
2026,england,Italy,84.8
2026,points,France,211.0
2026,points,England,153.0
2026,points,Ireland,146.0
2026,points,Scotland,143.0
2026,points,Wales,90.0
2026,points,Italy,79.0
2026,france,France,211.0
2026,france,England,153.0
2026,france,Ireland,146.0
2026,france,Scotland,143.0
2026,france,Wales,90.0
2026,france,Italy,79.0
2026,metres_per_carry,France,3.9
2026,metres_per_carry,England,3.4
2026,metres_per_carry,Italy,3.2
2026,metres_per_carry,Ireland,3.0
2026,metres_per_carry,Wales,2.7
2026,metres_per_carry,Scotland,2.5
2026,france,France,3.9
2026,france,England,3.4
2026,france,Italy,3.2
2026,france,Ireland,3.0
2026,france,Wales,2.7
2026,france,Scotland,2.5
2026,post_contact_metres_per_carry,England,1.0
2026,post_contact_metres_per_carry,Ireland,1.0
2026,post_contact_metres_per_carry,Wales,0.9
2026,post_contact_metres_per_carry,Italy,0.8
2026,post_contact_metres_per_carry,France,0.8
2026,post_contact_metres_per_carry,Scotland,0.7
2026,england,England,1.0
2026,england,Ireland,1.0
2026,england,Wales,0.9
2026,england,Italy,0.8
2026,england,France,0.8
2026,england,Scotland,0.7
2026,total_jackals,Ireland,19.0
2026,total_jackals,Italy,17.0
2026,total_jackals,Wales,16.0
2026,total_jackals,England,11.0
2026,total_jackals,Scotland,8.0
2026,total_jackals,France,8.0
2026,ireland,Ireland,19.0
2026,ireland,Italy,17.0
2026,ireland,Wales,16.0
2026,ireland,England,11.0
2026,ireland,Scotland,8.0
2026,ireland,France,8.0
2026,kick_metres_per_kick,Wales,29.4
2026,kick_metres_per_kick,France,28.0
2026,kick_metres_per_kick,Scotland,26.5
2026,kick_metres_per_kick,England,26.4
2026,kick_metres_per_kick,Italy,25.9
2026,kick_metres_per_kick,Ireland,25.3
2026,wales,Wales,29.4
2026,wales,France,28.0
2026,wales,Scotland,26.5
2026,wales,England,26.4
2026,wales,Italy,25.9
2026,wales,Ireland,25.3
